Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
58.718873023986816	50	166.93333333333334	39.43596779027435	200.0	94.0	166.93333333333334	39.43596779027435	5008	260688
60.02879881858826	51	172.58620689655172	28.594088177730278	200.0	107.0	172.58620689655172	28.594088177730278	5005	265693
61.228938817977905	52	170.53333333333333	33.73102758918296	200.0	97.0	170.53333333333333	33.73102758918296	5116	270809
62.434279918670654	53	179.32142857142858	31.9565034420992	200.0	94.0	179.32142857142858	31.9565034420992	5021	275830
63.679364919662476	54	178.92857142857142	27.838730178641118	200.0	108.0	178.92857142857142	27.838730178641118	5010	280840
64.8783049583435	55	186.37037037037038	26.52482854784278	200.0	100.0	186.37037037037038	26.52482854784278	5032	285872
66.16187381744385	56	187.85185185185185	25.708773115206473	200.0	103.0	187.85185185185185	25.708773115206473	5072	290944
67.437659740448	57	190.1851851851852	14.892297380256773	200.0	133.0	190.1851851851852	14.892297380256773	5135	296079
68.67119097709656	58	190.96296296296296	19.441234302915298	200.0	107.0	190.96296296296296	19.441234302915298	5156	301235
69.91380596160889	59	189.59259259259258	25.250242770023622	200.0	99.0	189.59259259259258	25.250242770023622	5119	306354
71.11401391029358	60	195.3846153846154	16.875282158500166	200.0	118.0	195.3846153846154	16.875282158500166	5080	311434
72.36352300643921	61	197.34615384615384	7.675847774236695	200.0	165.0	197.34615384615384	7.675847774236695	5131	316565
73.59308695793152	62	198.73076923076923	4.8639782096210755	200.0	176.0	198.73076923076923	4.8639782096210755	5167	321732
74.98472380638123	63	200.0	0.0	200.0	200.0	200.0	0.0	5200	326932
76.22074890136719	64	198.34615384615384	5.770897195226217	200.0	176.0	198.34615384615384	5.770897195226217	5157	332089
77.55099296569824	65	198.53846153846155	7.307692307692308	200.0	162.0	198.53846153846155	7.307692307692308	5162	337251
78.78587007522583	66	200.0	0.0	200.0	200.0	200.0	0.0	5200	342451
80.0054030418396	67	200.0	0.0	200.0	200.0	200.0	0.0	5200	347651
81.27353382110596	68	200.0	0.0	200.0	200.0	200.0	0.0	5200	352851
82.48188996315002	69	200.0	0.0	200.0	200.0	200.0	0.0	5200	358051
83.6273148059845	70	200.0	0.0	200.0	200.0	200.0	0.0	5200	363251
84.95643377304077	71	200.0	0.0	200.0	200.0	200.0	0.0	5200	368451
86.2374038696289	72	200.0	0.0	200.0	200.0	200.0	0.0	5200	373651
87.4876458644867	73	200.0	0.0	200.0	200.0	200.0	0.0	5200	378851
88.66657304763794	74	200.0	0.0	200.0	200.0	200.0	0.0	5200	384051
89.88451814651489	75	200.0	0.0	200.0	200.0	200.0	0.0	5200	389251
91.10241603851318	76	200.0	0.0	200.0	200.0	200.0	0.0	5200	394451
92.26215696334839	77	200.0	0.0	200.0	200.0	200.0	0.0	5200	399651
93.37420201301575	78	200.0	0.0	200.0	200.0	200.0	0.0	5200	404851
94.52232789993286	79	200.0	0.0	200.0	200.0	200.0	0.0	5200	410051
95.6511709690094	80	200.0	0.0	200.0	200.0	200.0	0.0	5200	415251
96.83290886878967	81	200.0	0.0	200.0	200.0	200.0	0.0	5200	420451
98.01378607749939	82	200.0	0.0	200.0	200.0	200.0	0.0	5200	425651
99.15521597862244	83	200.0	0.0	200.0	200.0	200.0	0.0	5200	430851
100.36488890647888	84	196.80769230769232	15.961538461538462	200.0	117.0	196.80769230769232	15.961538461538462	5117	435968
101.52881979942322	85	200.0	0.0	200.0	200.0	200.0	0.0	5200	441168
102.71621584892273	86	200.0	0.0	200.0	200.0	200.0	0.0	5200	446368
103.97576785087585	87	200.0	0.0	200.0	200.0	200.0	0.0	5200	451568
105.15013194084167	88	200.0	0.0	200.0	200.0	200.0	0.0	5200	456768
106.31789588928223	89	200.0	0.0	200.0	200.0	200.0	0.0	5200	461968
107.43993377685547	90	200.0	0.0	200.0	200.0	200.0	0.0	5200	467168
108.55309295654297	91	200.0	0.0	200.0	200.0	200.0	0.0	5200	472368
109.67554783821106	92	200.0	0.0	200.0	200.0	200.0	0.0	5200	477568
110.83749794960022	93	200.0	0.0	200.0	200.0	200.0	0.0	5200	482768
111.98394584655762	94	200.0	0.0	200.0	200.0	200.0	0.0	5200	487968
113.12229704856873	95	200.0	0.0	200.0	200.0	200.0	0.0	5200	493168
114.28327584266663	96	200.0	0.0	200.0	200.0	200.0	0.0	5200	498368
115.43998789787292	97	194.73076923076923	26.346153846153847	200.0	63.0	194.73076923076923	26.346153846153847	5063	503431
116.58424687385559	98	200.0	0.0	200.0	200.0	200.0	0.0	5200	508631
117.76499080657959	99	200.0	0.0	200.0	200.0	200.0	0.0	5200	513831
